CollectorID,CollectorName,CollectorOrganisation,CollectorRole,CollectorHistory,OldCollectorID,OldCollectionID
51,BBC Northern Ireland Community Archive?? ,5,,"The BBC Northern Ireland Television & Radio Archive was established at the Ulster Folk & Transport Museum following an agreement signed in April 1989 between the Museum and BBC NI that an archive service should be set up to secure the long-term perservation of archived radio material produced locally by the Corporation and to provide public access to that material. As a result of this agreement, environmentally controlled storage facilities were made available at the Museum for the receipt of BBC material and members of BBC staff appointed to administer it. Material was first received in 1990 with the transfer of significant holdings (pre-1988) from the BBC NI Sound Library, a dedicated computer database set up to record details of the collection and an administrative and research service established for both BBC staff and members of the public. Since then, the Archive has sought to integrate itself as part of the Northern Ireland network of research institutions ensuring public access to the collection through the provision of on-site listening and research facilities and the establishment of a Library Listening Scheme whereby copies of programmes are made available to the public through the NI Public Library network. Promotional events are also held and organised on an annual basis through which Archive staff seek to highlight the collection’s strengths. Although initially established to administer a Sound Archive, the BBC NI Archive has in recent years been allowed to expand with the receipt of BBC material held on other formats and media, the most significant of which being the BBC Northern Ireland Press Office collection of publicity photographs in 1999. Other such deposits continue to be received by the Archive and the original founding agreement of 1989 was amended in 2000 to take account of this development.",72,77
74,"Belfast Central Library, Libraries NI",6,Public Library,"Belfast Central Library was opened in October 1888 by the Lord Lieutenant of Ireland, the Marquis of Londonderry.  The building was designed by the eminaent architect W. H. Lynn.  The Newsroon (newspaper reading room) was the first part of the Library to be opened to the public, this was followed a month later by the opening of the Lending Library.  The Reference Library was stocked and opened to the public in late 1889.Sir James Henderson donated 3,000 volumes to the Reference Library and a further 8,000 were selected with advice from the professors of Queen’s College (Queen’s University Belfast).  A printed catalogue of the Library appeared in 1896.  Belfast Central Library was granted United Nations depository status in 1956 and HMSO depository status in 1961.Today the stock in Central Library exceeds one million items and includes books, maps, newspapers, patents, sound recordings and government and agency publications. Much of the material in the various collections is listed on computer, while access to other sources is provided by CD Rom facilities and on-line access to more than 400 databases worldwide.",113,586
85,CAIN (Conflict Archive on the Internet),7,Electronic Resource,CAIN is based within the University of Ulster and is located at the Magee Campus.  The University of Ulster has recently provided funding for the CAIN project.  The Project began work in January 1996.  The web site was launched in March 1997.,124,422
89,Community Relations Council,9,Development Agency and Grant-aided Charity,"The Community Relations Council was formed in January 1990 as an independent company and a registered charity to promote better community relations between Protestants and Catholics in Northern Ireland and, equally, to promote the recognition of cultural diversity. It originated in 1986 as a proposal of a research report commissioned by the NI Standing Advisory Commission for Human Rights, a proposal which was subsequently supported by major peace groups, the NI Voluntary Trust and by Government. Today, the Council consists of over 20 members, one third of which are appointed by Government, with the remainder drawn mainly from the community, voluntary, education and business sectors. Its principal activities involve the promotion of community relations in a wide variety of organisations and settings in Northern Ireland through the provision of practical support to local groups and other institutions, by developing opportunities for cross-community understanding, increasing public awareness of community relations work and encouragiing constructive debate throughout Northern Ireland.",128,425
90,"Philip B. Wilson Local History Reference Library, Craigavon Museum Services",10,Librarian,Craigavon Museum services is part of Craigavon Borough council and was established in 1995.  Craigavon does not currently have a premanent venue for the exhibition of its artefacts.  At the moment an outreach programme operates within the community.  The library was named in honour of Philip Wilson who was the first Curator of Craigavon Museum Services.  The Philip B Wilson Library is a purpose built library within the Museum services building and was officially opened on 12th May 2000.  The library continues to grow and offers a valuable source of research material for those interested in the history of the Craigavon area.,129,423
94,EGSA (Educational Guidance Service for Adults)??,12,"Information,Advice and Guidance Service","EGSA is an independent, voluntary organisation with its own management committee.  Core funding is received from central Government. The organisation was set up by the Northern Ireland Council of Social Service in 1967 as an experimental pilot scheme: it was financed by the Clement Wilson Foundation, later supplemented by a grant from the Gulbenkian Foundation, and from 1970 it has been grant aided by the Department of Education for Northern Ireland (now Department for Employment and Learning).",133,427
96,"European Commission Office, Northern Ireland ",14,Public Information Unit,"The European Commission Office in Northern Ireland first opened in 1980, acting initially as an Information and Press Office and serving a population which knew very little about the European Community. However the Representation's remit has expanded and now it has four distinct roles:  Representing the European Commission's voice to all sectors of society by explaining the likely impact of EU policies and programmes and ensuring that information on Europe is factually correct.  Reporting to Brussels and ensuring that the Commission is fully informed of the political, economic and social developments in the region. Supporting a policy of decentralising EU information in order to bring it closer to citizens.  Stimulating constructive debate about EU policies and future developments. Debate is encouraged through conferences, briefings, press releases, publications, articles and television and radio interviews.",135,429
97,Foyle College,15,Grammar School,"The Free School of Londonderry was founded in 1617 by Matthias Springham in Schoolhouse Lane, within the city walls. Springham was the Master of the Merchants' Taylor Company. The school moved in 1814 to a purpose built building above the Strand. It was shortly after this that the name was changed to Foyle College. The Foyle College Act was passed in 1896 uniting Londonderry Academical Institution and Foyle College, with the name and traditions of the older school being retained. In 1976 Londonderry High School and Foyle College amalgamated to form Foyle & Londonderry College.",136,430
470,Irish Linen Centre & Lisburn Museum,16,Museum,"<p class=""results"">The Linen Industry Research Association was founded in 1921 by the government for study of textiles, especially linen. It closed in 1993 and its library material was purchased by Lisburn Borough Council and is housed in the Irish Linen Centre & Lisburn Museum.</p>",,
107,Linen Hall Library,17,Independent Subscription Library,"The Belfast Library and Society for Promoting Knowledge is the official title of the institution more commonly known as the Linen Hall Library.  It is the oldest library in Ireland.  It developed from the Belfast Reading Society which was founded in 1788.  The Library has always enjoyed a central role in the literary and cultural life of the city.  The Linen Hall Library provides a free public reference service, but continues to run a subscription library for the benefit of its members.  It is located in the centre of Belfast and is a leading centre for Irish and local studies in the North of Ireland, and its holdings range from its comprehensive holdings of early Belfast & Ulster printed books to the 250,000 items in the Northern Ireland Political Collection, the definitive archive of the recent troubles.  Completion of a major extension in September 2000 as part of a £3.4 Million Millennium Development has put it in an even better position to serve members and visitors alike.",146,531
118,William McCready,17,Private Collector,"The Belfast Library and Society for Promoting Knowledge is the official title of the institution more commonly known as the Linen Hall Library.  It is the oldest library in Ireland.  It developed from the Belfast Reading Society which was founded in 1788.  The Library has always enjoyed a central role in the literary and cultural life of the city.  The Linen Hall Library provides a free public reference service, but continues to run a subscription library for the benefit of its members.  It is located in the centre of Belfast and is a leading centre for Irish and local studies in the North of Ireland, and its holdings range from its comprehensive holdings of early Belfast & Ulster printed books to the 250,000 items in the Northern Ireland Political Collection, the definitive archive of the recent troubles.  Completion of a major extension in September 2000 as part of a £3.4 Million Millennium Development has put it in an even better position to serve members and visitors alike.  The core part of the Autographed Collection was donated to the Linen Hall Library by William McCready.  William McCready, of Whiteabbey, County Antrim worked as a post office official.  Though he wasn't a wealthy man he devoted a large portion of his income to the purchase of books.  He amassed a large collection of extraordinary interest and value.  Mr McCready's interests lay in contemporary literature and he collected works by such authos as Shaw, Yeats, Forrest Reid and De La Mare - many of which are autographed.  William  Mr McCready died suddenly in February 1982.",157,550
132,NIPR (National Collection of Northern Ireland Publications),18,Repository for Northern Ireland publications,NIPR established a repository in Northern Ireland for all Northern Ireland publications in October 2000.  Before NIPR was established no single institution in Northern Ireland was responsible for collecting and cataloguing titles published in Northern Ireland.  NIPR was set up with funding from the British Library's Cooperation and Partnership Fund.  Stock is acquired directly from the publishers through voluntary donation.  The repository is split between two sites - Belfast Central Library and the Linen Hall Library also in Belfast.,171,442
294,Ballymoney Branch Library,19,Public Library Service,"Ballymoney Library was established in 1839 following a decision taken by a group of influential local citizens at a meeting in the old Market House, Ballymoney to set up a Society for “the promotion of useful knowledge.” The library was originally housed in a room off the Market House on the upper floor on permission from Lord Antrim’s Agent and was serviced by a paid librarian. Responsibility for the Library later passed to Ballymoney Urban District Council who relinquished control in 1947 to the Co. Antrim Library system which in turn became part of the North Eastern Education & Library Board following the re-organisation of local government in 1973. Today, the NEELB has a statutory obligation to provide a 'comprehensive and efficient' library service to everyone living or working in the Board's area and to all schools.  There are 38 service points in total and 7 mobile libraries.  All libraries are linked to the Library Service's computer system with stock issuing and circulation terminals and on-line public access catalogues.  2 mobiles are computerised.",336,640
125,Carrickfergus Branch Library,19,Public Library Service,The Library Service of the North Eastern Education and Library Board was established in 1973 under the Education and Libraries (NI) Order (revised 1986).  It has a statutory obligation to provide a 'comprehensive and efficient' library service to everyone living or working in the Board's area and to all schools.  There are 38 service points in all and 7 mobile libraries.  All libraries are linked to the Library Service's computer system with stock issuing and circulation terminals and on-line public access catalogues.  2 mobiles are also computerised. The Carrickfergus branch library was opened in 1978 and is located near Carrickfergus Castle.,164,435
443,"Woodman, George ",20,Resource Team Librarian,,,
127,Northern Ireland Assembly Library,20,Library,The Northern Ireland Assembly Library has existed since 1921 to serve Members and staff of the Northern Ireland Parliament (Assembly since 1973).  During periods of Direct Rule it has also acted as a reference library for Government Departments.,166,436
131,NICVA (Northern Ireland Council for Voluntary Action),21,Information Service,"NICVA is the umbrella body for community and voluntary groups in Northern Ireland.  Established in 1938 as the NI Council of Social Services, the name was changed in the mid 1980s.  NICVA provides its 1000+ members with information, advice and traning on a wide range of issues.  NICVA adopts a community development approach, attempting to empower local communities to peursue their own needs and agendas.   The Library and Information Service has been crucial in this aim.",170,441
133,Presbyterian Historical Society of Ireland ,23,Church Society.,The Presbyterian Historical Society was founded in 1906.  It has a current membership of about 400 people.  The Society organises a programme of lectures and offers an annual field trip and occasional visits to places of interest.  A library and archive are maintained in Church House for  use of members and other interested parties.  Opening hours are limited.,172,443
275,Public Record Office of Northern Ireland,24,Government agency with responsibility for official and private records,"The Public Record Office of Northern Ireland (PRONI), is the official place of deposit for all public records in Northern Ireland and was established by Act of Parliament in 1923 following the creation of Northern Ireland in 1921. PRONI is also the main repository in Northern Ireland for private records.",316,19
356,Northern Ireland Place Name Project,25,Research Unit,"The Northern Ireland Place Name Project was established in the Department of Irish and Celtic Studies in the School of Languages, Literatures and Arts at Queen's University Belfast with government funding in 1987 to research the names of physical features and settlements on the Ordnance Survey 1:50,000 scale map. The Project was to build up a computer database of the names, giving their origin, meaning, and any historical or other relevant information. In 1990 the work was extended to include all townlands and a publication programme was begun, thus fulfilling the aims of the Ulster Place Name Society ""to undertake a survey of Ulster place names"" and to publish the results for members. Seven volumes were produced 1992-7, on parts of Counties Antrim (2), Derry (1) and Down (4). After a gap in funding 1997-9, a new grant was obtained from the Arts and Humanities Research Board to produce two further volumes in the series (Fermanagh and Tyrone) and to work towards releasing the database online. In the meantime some support was obtained from the Heritage Lottery Fund for a travelling exhibition (Celebrating Ulster’s Townlands by Kay Muhr) and from the Community Relations Council and Ultach Trust for the writing of the first Dictionary of Ulster Place-Names (by Patrick McKay). The Project is due to end in March 2004.\n\n\nSee also: \n<a href=""http://www.qub.ac.uk/lla/cel/placenameproject.htm"" target=""new_window"">http://www.qub.ac.uk/lla/cel/placenameproject.htm</a>",400,695
4,Queen's University Belfast,25,Academic Institution,"The Library at Queen’s was established in 1849 following the foundation of the original college in 1845. Based initially in the Great Hall, and, from 1869, in its own separate accomodation, the Library catered to the needs of all students enrolled in the college before future growth and expansion dictated otherwise. Today the Library is dispersed across a number of departmental libraries throughout Northern Ireland each providing access to what has become one of the largest collections of books, periodicals and pamphlets in the province with over one million items noted in the official library catalogue. Principal centres include the Main Library (with additional 1960s tower block) situated on the main campus site, the Medical Library at RVH, the Science Library in Chlorine Gardens (opened 1969), the Agriculture and Food Science Library at Newforge Lane (1970s), the Biomedical libraries in the City Hospital and in the Medical Biology Centre (Lisburn Rd), the Veterinary Research Library, the Seamus Heaney Library (1997) and the Campus Libraries at Armagh and Altnagelvin. Although largely adminstered as a separate unit for most of its history, the Library was recently amalgamated with the University’s Computer Services and Audio-Visual departments to form a new Information Services department in the year 2000.",22,12
136,Religious Society of Friends in Ireland,27,Religious Society,"The Religious Society of Friends in Ireland, recognised as a denomination within the Christian faith, has about seventy members in its Lisburn Meeting. ""Quaker"" is a nickname given to Friends, more than 300 years ago, by which they are sometimes best known today. Central to the life of Friends in Lisburn is the Meeting for Worship at which any member may speak or pray when led by the Holy Spirit to do so. This form of worship does not need a priest or clergyman to lead it or mediate between the Almighty and worshippers. The Meeting’s affairs are governed by regular meetings at which any member has a right to attend and speak. The Meeting has a chairperson, known as the Clerk, whose duty is to discern the feeling of the meeting and record it. No votes are ever taken. The Clerk’s job is to do the will of the meeting. It follows that decisions come up from the congregation, and are not handed down from the top. Similar meetings are held also at provincial and all–Ireland levels, at which matters affecting Friends are decided. Rules for church government are contained in a slim 90-page volume called the Book of Discipline.  Further information can be obtained from <a href=""http://www.ipag.com/quakers"" target=""new_window"">http://www.ipag.com/quakers</a>",175,487
472,Royal Ulster Rifles Museum,28,Museum,"<p class=""results"">The Regiment dates back to the reign of George III, when in 1793 to meet the commitments of war with France, the 83rd and the 86th Regiments of Foot were raised. At about the same time Regiments of Militia were raised in counties Antrim, Down and Louth. All were eventually to be part of The Royal Irish Rifles which later became The Royal Ulster Rifles. The 83rd Regiment was raised in Dublin by Colonel William Fitch and soon saw active service in the West Indies. The 86th Regiment was originally raised in Shropshire by General Cornelius Cuyler and was known as ""Cuyler's Shropshire Volunteers"". However there was some difficulty in recruiting sufficient numbers and on the regiment's move to Ireland they changed their main recruiting area to Leinster and became known as the ""Irish Giants"". The regiments saw active service in Egypt in the early 1800s and later in the Napoleonic Wars, where they were awarded many honours for their actions and bravery. The outbreak of the Indian Mutiny in 1857 found both Regiments in India and honours were again bestowed on members of the regiments. The next main event in the Regiment's history was the formation in 1881 of The Royal Irish Rifles. Many changes of dress, of title, of organisation and equipment followed, but the greatest of all was the conversion to a Rifle Regiment, which was regarded as a signal honour. It was in 1921 that the decision was made to change the name from The Royal Irish Rifles to The Royal Ulster Rifles. Finally in 1968 The Royal Ulster Rifles amalgamated with The Royal Inniskilling Fusiliers and The Royal Irish Fusiliers to form The Royal Irish Rangers, thus preserving the future of the Irish Regiments.</p>",,
137,Royal Irish Regiment Museum,28,Regimental Museum with Library & Archive,"The Regiment dates back to the reign of George III, when in 1793 to meet the commitments of war with France, the 83rd and the 86th Regiments of Foot were raised. At about the same time Regiments of Militia were raised in counties Antrim, Down and Louth.  All were eventually to be part of The Royal Irish Rifles which later became The Royal Ulster Rifles. The 83rd Regiment was raised in Dublin by Colonel William Fitch and soon saw active service in the West Indies.  The 86th Regiment was originally raised in Shropshire by General Cornelius Cuyler and was known as ""Cuyler's Shropshire Volunteers"". However there was some difficulty in recruiting sufficient numbers and on the regiment's move to Ireland they changed their main recruiting area to Leinster and became known as the ""Irish Giants"".  The regiments saw active service in Egypt in the early 1800s and later in the Napoleonic Wars, where they were awarded many honours for their actions and bravery.  The outbreak of the Indian Mutiny in 1857 found both Regiments in India and honours were again bestowed on members of the regiments.   The next main event in the Regiment's history was the formation in 1881 of The Royal Irish Rifles.  Many changes of dress, of title, of organisation and equipment followed, but the greatest of all was the conversion to a Rifle Regiment, which was regarded as a signal honour.  It was in 1921 that the decision was made to change the name from The Royal Irish Rifles to The Royal Ulster Rifles. Finally in 1968 The Royal Ulster Rifles amalgamated with The Royal Inniskilling Fusiliers and The Royal Irish Fusiliers to form The Royal Irish Rangers, thus preserving the future of the Irish Regiments.",176,489
138,Save the Children,29,International Charity/Global Children's Rights Organisation,"At the end of the First World War a group of volunteers in the UK spoke out against injustice to children in Germany and Austria. They believed that these children were being punished for their leaders' part in the First World War. As a result of an economic blockade imposed after the war to starve the politicians into submission, many children died.  Eglantyne Jebb and her sister Dorothy Buxton, were at the forefront of this campaign.  They felt campaigning had to go hand-in-hand with practical action.  Save the Children was launched in 1919 to send food to the suffering children. Within a few years, Save the Children gained a reputation as a highly effective relief agency.  Today Save the Children maintains its commitment to helping children in emergencies, while also campaigning for politicians to tackle the causes of war and environmental disasters.  In 1923 Save the Children's founder, Eglantyne Jebb, pioneered the world's first charter on children's rights. It promoted the principle that children were entitled to a good quality of life, and that governments, families and other adults were obliged to provide this. So instead of being seen as charity cases, children were portrayed as having rights which adults must fulfil.  By the end of the century, the ideas behind the charter had changed international thinking about children. In 1989 the charter formed the basis of the UN Convention on the Rights of the Child. This Convention is now the most widely recognised international law, having been signed by just about every country in the world.",177,495
139,Local Studies Department,30,Public Library Service,"The Board is the local authority for education, library and youth services in the district council areas of Ards, Castlereagh, Down, Lisburn and North Down in Northern Ireland. Covering most of Co Down and a small part of South Antrim, the area served by the Board stretches from Bangor southwards to Newcastle and from Portaferry westwards to Lisburn, Moira and surrounding area.",178,490
281,"Newry City Library, Libraries NI",30,Public Library Service,"Newry Free Library was open to the public on September 13th 1897 with a librarian, Miss Armstrong.  The Library opened with a stock of some 5,000 volumes, all catalogued, classified and labelled, selected with the help of  Mr J.H. Quinn, Librarian at the Chelsea Free Library. It was hoped that the stock selected would “provide material for the tastes of all classes of readers.” Stock in the new library included Irish history, archaeology and biography, as well as a number of titles of purely local interest – many of which were printed in Newry. Newry Free Library came under the control of the Southern Education & Library Board (SELB) in 1973 with the reorganisation of Local Government. This re-organisation created five new Education and Library Boards which replaced six County Council areas, two City Authorities and a number of independent Town Library Authorities.  The Southern Education and Library Board Library Service area consists of all of Armagh county, parts of Down, Tyrone, Antrim and Londonderry, and four former independent town authorities, namely Lurgan, Portadown, Banbridge and Newry. A considerable proportion of the stock came from the old County Armagh Library Service.\n\nBackground information from:\nNotes on the literary history of Newry: being an address delivered at the opening of Newry Free Library, on the 13th of September, 1897 by Francis C. Crossle",322,628
144,"St. Mary's University College, Belfast",31,Academic Institution,"St Mary's University College is an independent Catholic institution linked academically to the Queen's University of Belfast, which validates its degrees, and the Department of Education for Northern Ireland. The College has been at the forefront of Teacher Education in Northern Ireland since 1900.  While its primary task is the training and ongoing professional development of teachers for the Catholic schools sector , the College is actively involved in the professional development of all teachers in all types of schools. It operates at undergraduate and post-graduate levels and offers a range of courses and awards of an educational and related nature.",183,496
86,Centre for Migration Studies,32,Research Centre for Migration Studies.,"The Centre for Migration Studies developed from the research library for the Ulster American Folk Park. This was in existence from 1980 approx. In 1990 the WELB on behalf of the 5 Education & Library Boards took over the running of the Library and appointed a Librarian (Christine McIvor) & Database Manager (John Winters). The library operated from a temporary building until 1993, when a new purpose built building was officially opened. At this stage a Senior Library Assistant/Clerical Officer (Mrs Christine Johnston) was also appointed by the WELB. In 1996 the Library was officially named Centre for Emigration Studies. A MSSc in Irish Migration Studies in conjunction with QUB was instigated in September 1996, taught by Dr John Lynch from QUB & Dr Patrick Fitzgerald from the UAFP. This continues to run successfully. The name of the Centre was changed to its present name in 1998 with the appointment of a Director – Dr Brian Lambkin. It was felt that Migration was a term which better explained the ethos of the Centre, by encompassing emigration, immigration, internal migration & return migration. Dr Patrick Fitzgerald was also appointed at this time to the CMS and is now Lecturer & Development Officer. The Centre has a Management Committee made up of the Scotch-Irish Trust and representatives from WELB, QUB and other interested organisations. The Centre continues to support the UAFP & its staff in their research, but is also involved in research, teaching & publication on its own behalf. We are a national centre for the research of Irish Migration history and researchers are always welcome to visit and use the collection and the Irish Emigration Database. CMS Vision is of ‘an informed community, confidently and creatively engaged with its migration history, culture and heritage’. CMS Mission is ‘to serve the community as a leading international institution for the study of human migration, focusing on the peoples of Ireland world-wide’.",125,499
354,Ulster Folk & Transport Museum,33,National Museum,"The Ulster Folk & Transport Museum was officially established following the formal amalgamation of the Ulster Folk Museum and the transport section of the former Belfast Municipal Museum (later the Ulster Museum) in 1973, although the two had been operating together since 1967. Opening up to the public in 1964, the Ulster Folk Museum was constituted by legislation passed by the Northern Ireland Parliament in 1958. It was set up under the guidance of a Board of Trustees with the primary objective ""of illustrating the way of life, past and present, and the traditions of the people of Northern Ireland"". The Trustees were also empowered to ""take such other actions [e.g. research etc]…proper for the purpose of acquiring or disseminating knowledge of such way of life and traditions."" The Museum is based in extensive grounds purchased in 1961 and 1964 at Cultra, Co. Down and today ranks among Ireland's foremost visitor attractions. It comprises an open-air museum including a town area and three purpose-built in-door exhibition galleries. The Museum also maintains a library and research facility and operates a busy educational programme for schools. In 1998, the Museum was brought together as a national institution with the Ulster Museum, the Ulster-American Folk Park and Armagh County Museum to form the Museums And Galleries for Northern Ireland, known as MAGNI, a major network of national museums in Northern Ireland.\n\n\nSee also: \n""Creating Ulster's Folk Museum,"" Alan Gailey in Ulster Folklife, Vol. 32, 1986.",398,693
98,Gamble Library,34,Academic library,"The Gamble Library was established by donation in 1873, prior to 1873 there was a core library collection at the College.  The stock in the core library collection came from  the Synod of Ulster and the Secession Synod which united in 1840 to form the Presbyterian Church in Ireland.  Union Theolocial College is a union of two nineteenth century Irish Presbyterian theological colleges - The Presbyterian College, Belfast  (founded 1853) and Magee Theological College, Londonderry (founded 1865).  For many years The Presbyterian College, Belfast was known affectionately as ""Assembly's""  being the College of the General Assembly of The Presbyterian Church in Ireland.  Magee Theological College began as the Theological Department of a College of Arts and Divinity  which opened in Londonderry in 1865, and later became Magee University College.  When the Arts side was incorporated into the New University of Ulster in 1971, the Theological College was transferred to Belfast, where it was united with the Presbyterian College to form the Union Theological College in 1978.  The Gamble Library comprises the stock of all these amalgamated institutions.  The subject bias of the Library is theological in nature reflecting the needs and interests of Union Theological College to date.",137,503
199,"Johnston, Denis (1901-1984)",35,"Writer, director, journalist and broadcaster.","Denis Johnston (1901-1984) was a playwright born in Dublin, educated in Dublin, Edinburgh and Cambridge, where he studied law. He practised law for ten years. Johnston worked for a time as a director with the Gate Theatre in Dublin. In his life time he was also a war correspondent and later Director of Programmes at the BBC. He started to work for the BBC as a script writer in the 1930's. He was a war correspondent for BBC radio during the Second World War. He worked in North Africa, Italy the Balkans and Germany during this time. In 1950 he changed his career path and moved to America to take up posts as professor in various American universities. Distinctions bestowed upon him included a Guggenheim Fellowship in 1955, Allied Irish Banks Award for Literature in 1977 and an Honorary Doctorate from the New University of Ulster in 1979. Denis Johnston died in Dublin on August 8th 1984. His plays cannot be classified as belonging to any particular school of thought.",238,512
159,"L'Amie, Aileen",36,Academic,"Aileen L'Amie was a member of staff at the School of Education, University of Ulster at Jordanstown. Retired in 1998.",198,517
299,Armagh (Provincial) Diocesan Registry,38,,,341,645
88,"Robinson, Richard, Archbishop (1709-1794)",38,Archbishop of Armagh,"Archbishop Richard Robinson (1709-1794) also known as the first Baron Rokeby of Armagh was appointed to the archbishopric of Armagh in 1765. He was one of many English Anglican clergy appointed to this position. Robinson worked continuously for the improvement of Armagh. He is credited with turning it into a handsome town. Amongst his first tasks was the improvement of the Cathedral after which he built and endowed a public library in Armagh. He established a classical school, erected a barracks, a jail and an infirmary. An obelisk erected on Knox's Hill near Armagh is also the work of the Archbishop, to commemorate his friendship with the Duke of Northumberland, his patron. Archbishop Robinson was also responsible for erecting an archepiscopal palace and the famous Armagh Observatory.",127,488
119,Linen Industry Research Association,39,Government research centre,"The Linen Industry Research Association was founded in 1921 by the government for  study of textiles, especially linen.  It closed in 1993 and its library material was purchased by Lisburn Borough Council and is housed in the Irish Linen Centre & Lisburn Museum.",158,431
122,Former Government Department,40,,Former Government Department,161,614
145,PRONI,41,,"See also: <a href=""http://www.staffordshire.gov.uk/archives/contact.htm"" target=""new_window"">http://www.staffordshire.gov.uk/archives/contact.htm</a>",184,481
82,Belfast Ropeworks Company Limited,43,Rope Manufacturer,"Belfast Ropeworks Company Limited According to various sources, the first ropewalk was established in Belfast in 1758 and by 1860 there were about a dozen rope manufacturers employing altogether about two hundred workers. In order to cope with the rapid and enormous expansion of shipbuilding in the city, a number of local gentlemen acquired a small ropewalk on the banks of the Connswater River and in 1876 the Belfast Ropework Company was incorporated. Starting with 50 employees, this rose to 1,000 by 1888 and to 3,000 by 1900. The work was spread over four factories: the Bloomfield factory manufactured all classes of twine from the raw material right to the finished article; the Pottinger factory manufactured hard and soft fibre ropes and fishing nets of every description; the Connswater factory specialised in binder twine which was exported to all wheat-growing countries and had a world-wide reputation; the Cord factory produced all classes of soft fibre cords, baling ropes, garden and fishing lines. The scale of the whole operation in terms of the range of products and numbers employed established the firm as the largest manufacturer of rope and twine in the world in the early part of the twentieth century.                                                                                                                                                                                                                During the blitz of 1941 the Ropeworks was badly damaged by high explosive bombs and incendiaries but was almost back to full production within three months. Some idea of the firm's war effort can be judged by the quarter of a million camouflage nets made in addition to the colossal weight of ropes produced for mooring ships and barrage balloons, boom defence nets and scramble nets. After the war, the Ropeworks faced new difficulties.The decline in  demand for shop twine caused by the popularity of self-adhesive tape led to redundancies. Although in the early 1960s a decision was taken to move with the times by manufacturing certain synthetic fibres such as polythene yarn the Ropeworks, like many textile businesses, suffered generally because of the growth in synthetically-based products. Due to a loss of production, the Pottinger mill (including the famous ropewalk) was closed down in 1968 and as this trend continued, vacated property was let to outside interests such as a police training school. In 1972, the firm was taken over briefly by the McCleery L'Amie Group and, after 1976, operated as Connswater Properties Ltd. Today, because of urban redevelopment, nothing remains of the original Ropeworks.",121,450
473,Department of the Environment and Heritage Service for Northern Ireland (EHS). ,44,,,,
264,Royal Belfast Botanic and Horticultural Company Ltd. ,44,,The Belfast Botanic and Horticultural society was formed in February 1827.  In 1860 the Society was replaced by the Royal Belfast Botanic and Horticultural Company Ltd with a board of fifteen  directors. The Botanic Gardens were purchased by Belfast Corporation in 1894.   The Company was liquidated in 1897.,304,566
156,Religious Society of Friends in Ireland,45,Religious Society.,"The term ""Publishers of Truth"" has been applied to Quakers to describe their tradition of using the press to spread their message. A vast record of Quaker history, teachings and sufferings exists today and represents a unique insight into the origins and development of the Quakers around the world.  The first meeting held in Ireland took place in Lurgan in 1654.",195,424
84,Brown Street Sunday School,46,School,Brown Street Sunday School was one of two endowed schools in Belfast in the nineteenth century.  It opened in 1814 and had its origins in the Sunday School movement in Ireland. The school was transferred to the Belfast Education Authority in 1923.,123,569
469,Ulster Museum,47,Museum,"<p class=""results"">Situated in the beautiful Botanic Gardens, Belfast, the Ulster Museum is unique in Northern Ireland for its range of art, history and science collections and displays. It was officially established in 1929 as the Belfast Municipal Museum and Art Gallery on the opening of the museum building in that year. A municipal museum service had, however, been in operation since c. 1891 when a huge collection of some 60,000 items was bequeathed by the Rev. Canon John Grainger (1830-1891) of Broughshane, Co. Antrim, to Belfast Corporation. This collection, representing a lifetime’s scholarly interest in natural history and antiquities, contained a vast array of specimens, fossils, minerals, fine art, ethnographic objects, books and curios, and became a focus for further gifts and deposits. It was first housed in the then newly opened Belfast Central Library, before moving to purpose built accommodation in Botanic Gardens in 1929. From this time, the Museum served in effect as a national institution for the whole of Northern Ireland, receiving official recognition under the Museum Act of 1961. The building was then extended and government funding secured with the museum changing its name to the Ulster Museum. More recently, the Ulster Museum has joined forces with the Ulster Folk & Transport Museum, the Ulster-American Folk Park and Armagh County Museum to form MAGNI (Museums And Galleries of Northern Ireland), a major network of national museums in Northern Ireland. See also: A Museum in Belfast: A History of the Ulster Museum and its Predecessors, Noel Nesbitt (Ulster Museum, 1979)</p>",,
103,Irish Manuscripts Commission,47,,"According to the Catalogue of Publications produced by the Irish Manuscripts Commission, the Commission was established in 1928, ""to report on collections of manuscripts and papers of literary, historical and general interest relating to Ireland, whether in private or public ownership, and also to arrange for and supervise the execution of programmes of publications.""",142,580
83,Belfast Trades Council,48,Trades Union,"Belfast Trades Council was founded in 1881.  It was founded against a background of intense unrest all over the United Kingdom as a result of struggles within the building trades in 1859-60. In 1881 representatives from a number of Trade Unions met. The population of Belfast had incresed dramatically as a result of the development of the linen industry, power spinning and weaving. People were also attracted by the developments in the ship building trades, the tobacco industry and the growth of various forms of transport, particularly the railways. The Council was very active and recognised as a central authority for Trade Unions and matters of public interest.  Ref:  Belfast & District Trades' Union Council 1881-1951 A short history, Belfast, 1951",122,551
80,Belfast Charitable Society,49,Charitable Society,"The Belfast Charitable Society was founded in 1752 in recognition of the needs of the poor and sick in Belfast. Money was raised by the citizens of Belfast to provide a poor house and hospital for Belfast. Clifton House was opened in 1774 with the express purpose of providing for the poor and sick of Belfast. Belfast Charitable Society has had a major influence on the social infrastructure of the city, administering the first hospital, welfare system and water supply. The industrialisation of Belfast had its roots in the cotton industry - this was started in Clifton House to teach children a trade.",119,530
