OwnerID,OwnerName,OwnerOrganisation,OwnerRole,OwnerTelephone,OwnerFax,OwnerEmail,OwnerHistory,OldCollectionID,OldOwnerID
140,"Derry Central Library, Libraries NI",,Public Library Service,+44 (0)28 7127 2309,+44 (0)28 7126 9084,,"Brooke Park Library opened in the early 1900s and remained the main library in the city until June 1973 when it was burnt down.  A large percentage of the significant and valuable collection of local history material was lost in the fire.  By this time the Library was run by the City's Corporation and continued to operate from temporary premises.  In September 1973 the WELB took over Brooke Park Library and the Bishop Street Library.  In 1978 Brooke Park Library closed and the Central Library opened in Asylum Road.  All Local History stock which had been saved fromn the fire was eventually moved to the Central Library.  Central Library moved again in 1986 to a renovated church in Great James Street and finally to its current purpose built building in June 1990.  The Library Service in the Western Board's area operates via 16 branch libraries, 9 public and three specialist mobile libraries. The library also services 106 centres, including  hospitals, community homes, as well as 270 schools.  All service points offer a wide range of book and non-book materials, to suit all tastes, and for all ages of readers, for adults and children alike.   Library staff have extensive links with the wider community.",521,117
141,Dobbs family.,,,,,,Descendants of Arthur Dobbs (1689-1765).,458,118
145,Equality Commission for Northern Ireland ,,Independent Public Body,+44 (0)28 9050 0600,+44 (0)28 9024  8687,infoadmin@equalityni.org,"The Equality Commission is the body responsible for combating discrimination and promoting equality in Northern Ireland. The Equality Commission for Northern Ireland is an independent public body established under the Northern Ireland Act 1998.  On 1 October 1999 the commission took over the functions previously exercised by the Commission for Racial Equality for Northern Ireland, the Equal Opportunities Commission for Northern Ireland, the Fair Employment Commission and the Northern Ireland Disability Council.",428,122
157,"Enniskillen Public Library, Libraries NI",,Public Library service.,+44 (0)28 6632 2886,+44 (0)28 6632  4685,,"It was under the auspices of the Carnegie Trust that Fermanagh's first County Library movement was set up in late 1924 and early 1925. In 1932 a purpose-built Carnegie Library was opened in Fermanagh.  The Western Education & Library  Board assumed responsibility for Fermanagh County Library Service in 1973 and it is now known as Enniskillen Public Library.  The Library Service in the Western Board's area operates via 16 branch libraries, 9 public and three specialist mobile libraries. The library also services 106 centres, including  hospitals, community homes, as well as 270 schools.  All service points offer a wide range of book and non-book materials, to suit all tastes, and for all ages of readers, for adults and children alike.   Library staff have extensive links with the wider community.",522,134
160,Captain Ussher MacGregor Greer,,,,,,No further details available.,462,137
163,Harland and Wolff,,Commercial Shipbuilding Firm,+44 (0)28 9045 8456,+44 (0)28 9045 8515,,"Est. 1 Jan 1862 by Edward Harland (1831-95) and Gustav Wolff (1834-1913) following the purchase, in 1858, of the Belfast iron ship building firm, Robert Hickson & Co. (est. 1853) by Harland, in association with Wolff’s uncle, the Liverpool merchant and financier, Gustavus C. Schwabe (ca. 1813-97). Operations were located on the site of Hickson’s company on Queen’s Island, Belfast, an area reclaimed from the River Lagan by the Belfast Harbour Commissioners during the 1840s.The Company initially employed about 150-200 men. Although success was by no means guaranteed, Harland & Wolff benefited greatly from early orders placed by the Liverpool ship owners, J. Bibby & Sons & Company and later, from 1869, by Thomas Ismay (1837-99), owner of the White Star Line.  Both of these companies were at the forefront of technological changes in the shipbuilding industry and actively encouraged the construction of bigger and better ships and facilities for passengers and merchants alike in the hope of improving their share of the increasingly lucrative world shipping market. Harland & Wolff answered this call and became highly successful in the production of larger sized vessels, and later, the construction of passenger liners. At the height of their success, in 1921 the Company was worth an estimated £8.1 million, employing approx. 15,000 men and had produced over 430 ships and output in excess of 2.2 million gross tons since their foundation in 1862. Of the many celebrated and renowned productions, the Oceanic (1870) and the ill-fated Titanic (1911) loom large. Despite a brief revival fuelled by the needs of the Second World War, the downturn within the ship building industry has had an inevitable impact on the fortunes of Harland & Wolff. Since the launch of the Canberra in 1960, the Company has increasingly turned its attentions to other areas of maritime engineering. Today, Harland and Wolff focuses primarily on the offshore oil and gas industry, building floating production and drilling units designed for deep water use, although the construction of naval ships and luxury passenger liners remains secondary. The company is today 78% owned by the Norwegian shipping firm Fred. Olsen Energy.  See also: 'Shipbuilders to the world:125 years of Harland and Wolff, Belfast, 1861-1986,' Michael Moss and John R. Hume (Belfast, 1986)",621,140
188,Mrs F.V. Ryan,,,,,,"Resident in Kilkeel, Co. Down, Mrs Ryan's husband was a grand-nephew of John Martin (1812-1875), the author of the diary.   No further details are available",470,164
191,Johnston family,,,,,,"Ballykilbeg House, Downpatrick, Co. Down.",468,167
192,Ian Dawson & Co.,,Solicitors,+44 (0)28 3752 5566 ,+44 (0)28 3752 6651,,"Solicitors, 11 Market St., Armagh, Co. Armagh",528,168
209,Mr John Midgley,,,,,,Eldest son of the Late Mr Harry Midgley (1892-1957),472,185
210,"Enniskillen Public Library, Libraries NI",,Public Library service.,+44 (0)28 6632 2886,+44 (0)28 6632  4685,,"It was under the auspices of the Carnegie Trust that Fermanagh's first County Library movement was set up in late 1924 and early 1925. In 1932 a purpose-built Carnegie Library was opened in Fermanagh.  The Western Education & Library  Board assumed responsibility for Fermanagh County Library Service in 1973 and it is now known as Enniskillen Public Library.  The Library Service in the Western Board's area operates via 16 branch libraries, 9 public and three specialist mobile libraries. The library also services 106 centres, including  hospitals, community homes, as well as 270 schools.  All service points offer a wide range of book and non-book materials, to suit all tastes, and for all ages of readers, for adults and children alike.   Library staff have extensive links with the wider community.",523,186
218,"Omagh Library, Libraries NI",,Public Library Service,+44 (0)28 8224 4821,+44 (0)28 8224 6716,Omagh_Library@Welbni.org,"Tyrone County Library was founded in 1928.  The Western Education & Library  Board assumed responsibility for it in 1973 and it is now known as Omagh  Public Library.  The Library Service in the Western Board's area operates via 16 branch libraries, 9 public and three specialist mobile libraries. The library also services 106 centres, including  hospitals, community homes, as well as 270 schools.  All service points offer a wide range of book and non-book materials, to suit all tastes, and for all ages of readers, for adults and children alike.   Library staff have extensive links with the wider community.",525,194
228,Pinkerton family,,,,,,Private,473,204
229,Plunket family (fl. 1827-Present),,,,,,"William Conyngham Plunket (1764-1854), MP for Charlemont in the Irish Parliament, 1798-1800, and for Dublin University, 1812-27, Chief Justice of the Common Pleas in Ireland, 1827-30 and Lord Chancellor of Ireland, 1830-34 and 1835-41. Created Baron Plunket of Newtown, Co. Cork in 1827. He died in 1854 and was succeeded by his eldest son, Thomas Span (1792-1862) as 2nd Baron Plunkett, Lord Bishop of Tuam, Killala and Achonry, 1839-66. On his death on 1862, John Plunket QC (1793-1871), Thomas’s brother then succeeded to the family title as 3rd Baron. His son, the Most Rev. William Conyngham (1828-1897), Bishop of Meath, 1876-84 and Archbishop of Dublin, 1884-97, then replaced him. The 5th Baron Plunket was William Lee Plunket (1864-1920). He succeeded his father in 1897 and went on to hold the office of Governor of New Zealand from 1904-10, bearing the Bore Standard of the Dominion of New Zealand at the coronation of George V in 1911. On his death in 1920, his eldest son, Terence Conyngham (1899-1938) acceded to the family title as 6th Baron Plunket. A military man, he served his country during the First World War. His son, Patrick Terence William Span (1923-1975) in turn followed him to the family seat. He was Lt-Col of the Irish Guards, Equerry to King George VI, 1948-52 and to Queen Elizabeth II from 1952-75. He also served as Deputy Master of the Household from 1954 until his death in 1975 when his brother, Robin Rathmore Plunket (b. 1925), succeeded him as the 8th Baron Plunket.  Source: Debrett’s Peerage, Baronetage, Knightage and Companionage with Her Majesty’s Royal Warrant Holders, ed. PW Montague-Smith (1966)",474,205
233,Mission Africa,,Christian Mission,+44 (0)28 9040 2850,+44 (0)28 9079 9190,qua.iboe@ukonline.co.uk,"Set up by Samuel Alexander Bill, a 23-year-old Belfast builder, in Qua Iboe in south-eastern Nigeria in 1887, the mission successfully expanded providing theological education, youth work and medical resources. The name changed from the Qua Iboe Mission to the Qua Iboe Fellowship in 1984 and to Mission Africa in 2002 reflecting links built up in Burumburum, in Chad and in Ghana where it is associated with the African Christian Mission. At the beginning of the 21st century its approach is interdenomenational and evangelical; in addition to its former activities it now provides medical and educational resources for dealing with AIDS, and family support.  See also: <a href=""http://web.ukonline.co.uk/qua.iboe/ =""new_window"">http://web.ukonline.co.uk/qua.iboe/ </a>",475,209
235,"Enniskillen Public Library, Libraries NI",,Public Library service.,+44 (0)28 6632 2886,+44 (0)28 6632  4685,,"It was under the auspices of the Carnegie Trust that Fermanagh's first County Library movement was set up in late 1924 and early 1925. In 1932 a purpose-built Carnegie Library was opened in Fermanagh.  The Western Education & Library  Board assumed responsibility for Fermanagh County Library Service in 1973 and it is now known as Enniskillen Public Library.  The Library Service in the Western Board's area operates via 16 branch libraries, 9 public and three specialist mobile libraries. The library also services 106 centres, including  hospitals, community homes, as well as 270 schools.  All service points offer a wide range of book and non-book materials, to suit all tastes, and for all ages of readers, for adults and children alike.   Library staff have extensive links with the wider community.",526,211
238,Lamont Holdings PLC,,Textile Manufacturing Group,+44 (0)28 9076 0011,+44 (0)28 9076 0066,lamont@lamontholdings.co.uk,"Lamont Holdings PLC is a Northern Ireland based textile group comprising the following firms: Moygashel Linens, Moygashel Furnishings, Alexander Drew and BFF Nonwovens. Activities include the conversion of apparel, furnishing and household fabrics, commission dyeing and finishing of linen and other fabrics, weaving of linen and linen blend fabrics, commission printing of furnishing and apparel fabrics and the manufacture of nonwoven fabrics and associated products. Principal plants of the company include Moygashel and Ballievey in Northern Ireland, Rochdale in Lancashire and Bridgwater in Somerset.   See also : <a href="" http://www.lamontholdings.co.uk/"" target=""new_window""> http://www.lamontholdings.co.uk/</a>.",450,214
239,British Bakers Limited,,,+44(0)28 9038 1131,,,"MacDougalls created British Bakeries Limited from an amalgamation of independent bakers in 1968, later combining with Rank Hovis MacDougall. This was taken over in 1992 by Tomkins plc, an industrial conglomerate which was purchased in 2000 by the private equity firm Doughty Hanson. British Bakeries Limited is one of the largest bakery companies operating from 16 large scale bakeries throughout the UK producing bread, specialist breads, rolls and baps mainly under the names of Mothers Pride and Hovis. The company is based on Apollo Road, Belfast.",466,215
241,W.H. Kane & Co. ,,,,,,"Formerly situate in Larne, Co. Antrim.   No further details available or evidence that the firm still exists.",469,217
256,The Board,,Local Authority,+44 (0)28 9756 6400,+44 (0)28 9756 5072 ,,"The Board is the local authority for education, library and youth services in the district council areas of Ards, Castlereagh, Down, Lisburn and North Down in Northern Ireland. Covering most of Co Down and a small part of South Antrim, the area served by the Board stretches from Bangor southwards to Newcastle and from Portaferry westwards to Lisburn, Moira and surrounding area.",490,232
261,Public Record Office of Northern Ireland (PRONI),,,+44 (0)28 9032 1080,+44 (0)28 9032 4177,,"Solicitors, Linenhall St., Belfast.",479,237
263,Southwell Charity Trustees,,,,,,"Southwell Charity The Southwell or Bluecoat School was founded in 1733  by the Rt. Hon. Edward Southwell MP (1705-55).  It was known at that time as the Southwell Charity or Almshouses and was designed by Southwell to support six old men and six old women and to educate and advance twelve poor girls and twelve poor boys who were to be brought up in the Church of Ireland religion and to be apprenticed to Protestant Masters and Mistresses of the Church of Ireland. Eight orphan boys and eight orphan girls were also to be lodged in the building and totally maintained and instructed. Adjoining the charity were residences for a schoolmaster and a schoolmistress and they, as well as the inmates of the almshouses, had a small garden each.  The financing of the charity was no trouble during the life of Southwell as the annual sum of £237 was designated for its maintenance. However, he stated in his will that any sum over £237 should belong to the owner of the Downpatrick estate, so that even as the cost of living went up year by year no more than £237 could go to the charity after his death. When he died in 1755, he left a lengthy list of rules for the way the school was to be run and how the foundation money was to be spent. Southwell's son, the 21st Baron de Clifford assumed responsibility for the school until he died childless in 1833 after which it eventually became the property of the 1st Baron Dunleath; and it has remained and still belongs to the Dunleath family.   The school has encountered mixed fortunes throughout its history. The financial restraints incurred because of Southwell's will, for example, prevented the school from being converted from primary to secondary status in the nineteenth century and when the school passed to John Mulholland, later 1st Baron Dunleath, he was forced to close the girls' school down. Towards the end of the century, the Commissioners of  Educational Endowments drafted a scheme in 1890 for the future management of the school which resulted in the Southwell school being merged with the Parochial School (founded in 1863). After Partition, the school came under the jurisdiction of the Ministry of Education in Northern Ireland and in 1928 it had 193 pupils on its roll with a total of five teaching staff, three female and two male. In 1954, it was transferred to the Down County Education Committee and was closed down in 1959 when the pupils were moved according to their age to the recently opened Downpatrick Secondary Intermediate School (established in 1956) and Downpatrick Primary School (1959). The buildings still exist at the top of English Street, Downpatrick and the almshouses are still inhabited.  At the beginning of the 21st century the Charity is administered by the Southwell Charity Governors, five in number.",610,239
272,L'Estrange & Brett,,Solicitor's Firm,+44 (0)28 9023 0426,+44 (0)28 9024 6936,law@lestrangeandbrett.com,"L'Estrange & Brett is one of the oldest and largest firms in Northern Ireland. Originally known as Ramsey and Garrett, it has been in existence since 1796. In 1998, after 115 years in premises at Chichester Street, Belfast, it moved to new purpose-designed offices in Bridge Street, Belfast.  It has a wide client base which includes many major public and private companies as well as banks and quasi-public institutions. Its corporate and commercial property departments are amongst the largest in the Province and it has well established litigation and private client functions, all of which afford a broad range of specialist advice and services to clients.  The firm has grown rapidly in recent years in response to the requirements of its clients and the growth in the economy of Northern Ireland. It has been a leader in the area of projects under the Private Finance Initiative and seeks to provide a full professional service which responds to the ever-changing demands of the business world.  The firm have deposited many records from his non-current files to the Public Record Office of Northern Ireland since it's (i.e. PRONI) establishment in 1923.   Source: <a href=""http://www.lestrangeandbrett.com/"" target=""new_window"">http://www.lestrangeandbrett.com/</a>",482,248
276,Public Record Office of Northern Ireland,,Government Department,,,,No information available,483,252
281,Charities Branch,,Government Department,,,,No information available,484,257
282,"Enniskillen Public Library, Libraries NI",,Public Library service.,+44 (0)28 6632 2886,+44 (0)28 6632  4685,,"It was under the auspices of the Carnegie Trust that Fermanagh's first County Library movement was set up in late 1924 and early 1925. In 1932 a purpose-built Carnegie Library was opened in Fermanagh.  The Western Education & Library  Board assumed responsibility for Fermanagh County Library Service in 1973 and it is now known as Enniskillen Public Library.  The Library Service in the Western Board's area operates via 16 branch libraries, 9 public and three specialist mobile libraries. The library also services 106 centres, including  hospitals, community homes, as well as 270 schools.  All service points offer a wide range of book and non-book materials, to suit all tastes, and for all ages of readers, for adults and children alike.   Library staff have extensive links with the wider community.",527,258
284,Wallace Family,,,,,,"Descendents of Colonel Robert Hugh Wallace (1860-1929), solicitor, Downpatrick, Co. Down. Son of the late William Nevin Wallace D.L. of Myra Castle, Co. Down, Robert Wallace was born in December 1860 and educated at Harrow and Oxford where he graduated in law in 1883. He was called to the Bar in 1886 and on the death of his father became head of the firm of Messrs. Hugh Wallace and Co., Solicitors, Belfast and Downpatrick. Wallace enjoyed a notable military career serving with distinction as Lieutenant Colonel of the 5th Battalion Royal Irish Rangers in the South African War, 1899-1902, during which he was awarded the C.B., the Queen's Medal and was mentioned in Dispatches. From 1912 to 1914 he was Commander of the North Belfast Regiment of the Ulster Volunteer Force. In 1914, he was recalled to the Colours and raised and trained the 17th Battalion Royal Irish Rifles. He then took over command of the 19th Battalion until he retired due to poor health in January 1918. He also played an active and energetic role in politics standing unsuccessfully as Unionist candidate at a Parliamentary by-election in East Down in February 1902. Other activities and interests included the Orange Order and church administration in Downpatrick. As regards the former, he was County Grand Master of Belfast between 1903 and 1921 and Grand President of the Grand Orange Council of the world from 1909 to 1912. In church matters, he was Secretary and Treasurer to Down Cathedral Board and a member of the Down and Connor Diocesan Council for a number of years. He died 23 December 1929.",611,260
285,Waring Family,,,,,,Resident in Co. Down.  No further details available,485,261
287,Whyte Family,,,,,,"The ancient and eminent family of Whyte traces its descent from Ethelbert Le Whyte who was appointed Chief Justice in Pembroke by Henry II who reigned between 1154 and 1189. In 1170, Le Whyte's eldest son, Walter, accompanied Strongbow in his expedition and conquest of Ireland, being knighted by Henry II in Dublin in 1171. Having played a leading part in the conquest of Ulster he was rewarded with large grants of lands on the west shore of Strangford Lough. The connection with the Loughbrickland area of Co. Down, which the greater part of the collection relates to, originated when Colonel John Whyte, 1684-1741 became connected through marriage to the family of Sir Marmaduke Whitchurch of Loughbrickland. From then on the Whyte family had a strong influence in that area: in the nineteenth century Captain Charles Whyte and John Joseph Whyte were both Deputy Lieutenants for Co. Down and Lewis's Topographical Dictionary of 1834 describes Loughbrickland House as 'the handsome residence' of N.C. Whyte. No further information.",612,263
292,Wilson & Simms,,Solicitors,+44 (0)28 7188 2208,,,"Wilson & Simms Solicitors since 1866, still practising at the beginning of the 21st century and based at 37 Bowling Green, Strabane, Co. Tyrone.",613,269
293,Armour Family (1841-1928),,,,,,"Descendants of Rev. James Brown Armour (1841-1928) of Ballymoney, Co. Antrim, Presbyterian Minister and Home Ruler. J.B. Armour, described at one time as an ""almost legendary figure in the north of Ireland,"" was born into a Presbyterian farming family of Scottish ancestry in Lisboy, near Ballymoney, in January 1841. He was educated at the Royal Academical Belfast Institution, Queen's College, Belfast and Queen's College, Cork; Trained to become a Presbyterian Minister at the Assembly College in Belfast and was called to Trinity Presbyterian Church, Ballymoney, in July 1869, a position he retained until retirement; Appointed Principal of Ballymoney Intermediate School in 1878 and lectured for a time at Magee College, Londonderry; He was politically outspoken in support of Home Rule, the Tenant Right Movement and the controversial proposal for a Catholic university. He served on the Senate of the Queen’s University of Belfast, 1910-14 and was Honorary Chaplain to the Lord Lieutenant during World War One. He retired from his Ministry in 1925 and died in Ballymoney, January 1928.  See also: Armour of Ballymoney, W.S. Armour (London, 1934)",604,270
294,Pack-Beresford Family,,,,,,"Pack-Beresford Family Descendants of Lord John George de la Poer Beresford (1773-1862), Church of Ireland Archbishop of Armagh and Primate of All Ireland, 1822-1862. Beresford was a younger son of George de la Poer, second Earl and first Marquis of Waterford. He was born at Tyrone House, Dublin, and educated at Eton and Christ Church, Oxford where he graduated with B.A., April 1793, M.A., March 1796, and D.D., by diploma, 11 March 1805, in view of his consecration, 24 March, to the bishopric of Cork., ten years after he had been ordained as a deacon. He was translated to the see of Raphoe in August, 1807, and to that of Clogher in September, 1819. In April, 1820, he was created archbishop of Dublin and in the following month was appointed a privy councillor in Ireland. Finally, he was translated to the archbishopric of Armagh and the primacy of all Ireland on 17 June, 1822. In 1829, the Primate succeeded Lord Manners as Vice-Chancellor of the University of Dublin, and continued in that office until his election to the Chancellorship left vacant by the death of the King of Hanover on 19 November, 1851.  The Pack-Beresford Family are residents of Millisle, Co. Down.",615,271
295,Massereene and Ferrard family,,,,,,"The founder of the Clotworthy and Skeffington families, Viscounts Massereene, was Sir Hugh Clotworthy (d. 1630) whose descendants and title merged with the Foster family, Viscounts Ferrard of Collon, Co. Louth, in 1810. \n\nNo further details available.",19,272
304,Nicholas Whyte,,Honorary Senior Research Officer,+44 (0)28 9027 2549,+44 (0)28 79027 2551,explorers@whyte.com,"Nicholas Whyte was born in Belfast in 1967. He was active in the Alliance Party of Northern Ireland particularly between 1993 and 1996 as their Director of Elections/Party Organiser, and stood for election in North Belfast. Since May 2002, he has been the Balkans Program Director at the International Crisis Group based in Brussels. Previous to this he was a Research Fellow at the Centre for European Policy Studies from February 1999 (and their Communications Manager from December 2001) until April 2002. He is also an Honorary Senior Research Fellow of the Institute of Governance, Public Policy and Social Research at the Queen's University of Belfast. He currently lives in Oud-Heverlee, just south of the university city of Leuven to the east of Brussels.\n\nSource: http://www.ark.ac.uk/elections/gabout.htm",632,281
305,Northern Ireland Life & Times Survey,,Academic Research Unit,+44 (0)28 9027 3034,+44 (0)28 9027 2551,p.devine@qub.ac.uk,"Northern Ireland Life & Times Survey is a joint project between Queen's University Belfast and University of Ulster.  This annual survey began in 1998, and has its roots in the Northern Ireland Social Attitudes Survey which ran from 1989 to 1996.  Life & Times is a constitutent part of ARK - Northern Ireland Social and Political Archive.  Technical information, tables of results, publications and data to downloand are freely available on the website at <a href=""http:// www.ark.ac.uk/nilt"" target=""new_window""> www.ark.ac.uk/nilt</a>.",633,282
306,Online Research Bank,,Academic Research Unit,+44 (0)28 9027 3585,+44 (0)28 9027 2551,k.lloyd@qub.ac.uk,"ORB was established in 2000 under the auspices of ARK (Northern Ireland Social and Political Archive) and is a joint initiative between Queen's University Belfast and the University of Ulster. The aim of ORB is to provide summary information on key topics of interest in the Social Policy field in Northern Ireland. ORB concentrates on material that is research based, carried out by government, the voluntary sector or academia and focused on Northern Ireland.",634,283
316,Antrim Family,,,,,,"The MacDonnells, Earls of Antrim, can trace their descent to Somerled, Lord of Argyle, in the 12th century. The families united in the marriage of John (or Ian) Mor MacDonnell to Margery Bisset, heir to MacEoin Bisset, Lord of the Glynns of Antrim in the 1390s. Through the various vicissitudes of financial mismanagement, wars, litigation over succession rights and political misfortunes the Antrims' land, once more than 330,000 acres, was reduced until the Antrim and Vane-Tempest estates, with the exception of the demesne lands, were sold to tenants in the early 20th century. At the beginning of the 21st century Viscount Dunluce, son of the Earl of Antrim, resides in Glenarm Castle.",644,293
318,Armstrong Family of Deans Hill,,,,,,"Well established, local family resident Deans Hill, Co. Armagh. Prominent members included William Jones Armstrong (1794-1872), barrister, of Killylea, Co. Armagh , and his younger son, Rt Hon. Henry Bruce Armstrong (1844-1943). Both held important public offices as High Sheriffs, county councillors, magistrates etc. with the former serving as King's Advocate in Berbice, Guyana and Deputy Colonial Secretary in Demerera and Essequibo during the 1820s. Henry served as a member of the Irish Convention, 1917-18, Senator to Queen's University in 1920, Unionist MP for Mid Armagh in 1921-22 and as a Senator, Privy Councillor and Lord Justice (in the absence of the Governor) of Northern Ireland, 1921-1938. It was also this Armstrong who was responsible for buying Deans Hill from the Representative Church Body of the Church of Ireland in 1888.\n\nSee also <a href=""http://proni.nics.gov.uk/records/private/astrong.htm"" target=""new_window"">http://proni.nics.gov.uk/records/private/astrong.htm</a>.",646,295
320,Blake Family,,,,,,"Descendents of Robert F. Blake (1867-1944), Public Analyst for Northern Ireland.  Blake was born at York in March, 1867, the eldest son of the Rev. J.F. Blake, MA, formerly Professor of Natural Science, University College, Nottingham. He was educated at University College School, Gower Street, London, and subsequently at University College, Nottingham, where he made a special study of analytical chemistry. In 1887, he came to Belfast as demonstrator of chemistry at Queen's College, and was also for some years chemistry master at the Belfast Royal Academy and then at Methodist College. He was an elected Fellow of both the Institute of Chemistry and the Chemical Society. He carried out original research in conjunction with Professor E.A.Letts of Queen's University which resulted in the publication of several important papers on organic and analytical chemistry. In 1905 he married Josephine Sloss and they had two sons, Philip and Frederick. In 1910 he was appointed Public Analyst and Agriculturalist Analyst to Co. Tyrone, and was medicine analyst to 15 Poor Law Unions (in all counties except Fermanagh). He died in 1944.",648,297
321,Brownlow Family,,,,,,"Under the Plantation of Ulster, John Brownlow from Nottingham and his son William were granted property by James I in 1610 in ONeilland, Co. Armagh. The family prospered, later acquiring the manor of Richmount, Co. Armagh, and the Coolderry Estate near Carrickmacross, Co. Monaghan. Charles Brownlow was raised to the peerage in 1839 as Lord Lurgan for services to the Whig party. He built Brownlow House in 1833, which in 1904 was purchased by the Lurgan Loyal Orange District Lodge and is also the Commonwealth headquarters of the Imperial Black Chapter. Family financial concerns, and the coming of Land Purchase, forced the Brownlows to sell most of their estates in Co. Armagh in 1893 and this part of the family moved to London. The Monaghan estate also was sold at Land Purchase.\n\nSee also: <a href=""http://proni.nics.gov.uk/records/private/brownlow.htm"" target=""new_window"">http://proni.nics.gov.uk/records/private/brownlow.htm</a>",649,298
322,Healy Family,,,,,,"Descendants of Cahir Healy (1877-1970). Resident Enniskillen, Co. Fermanagh. Cahir Healy, son of a small farmer, was born near Mount Charles, Co. Donegal. Before settling as an insurance agent in Enniskillen, he worked as a draper then as a journalist, contributing literary pieces to various magazines; he was a member of Francis Joseph Bigger's literary circle. He wrote plays, poems, and autobiographical pieces etc., many of which were published. A leading nationalist and one of the 12 founding members of Sinn Fein, he was interned on the prison ship 'Argenta' from 1922-24 where he wrote 'Two Years on an Ulster Prison Ship'; in 1941 he was again interned under the Defence of the Realm Act, in Brixton prison. Healy served as Westminster MP for Fermanagh and Tyrone, 1922-24, and for Fermanagh and South Tyrone, 1950-55; as Stormont MP for Fermanagh and Tyrone, 1925-29, and for South Fermanagh, 1929-65, remaining a convinced constitutionalist throughout all the vicissitudes of a long political life.",650,299
323,Trustees of the Caledon Estate,,,,,,"James Alexander, the second son of Alderman Nathaniel Alexander of Londonderry, was the effective founder of the Alexander/Caledon family, and certainly the founder of its fortune. He arrived at Fort St George, Madras, in 1752, at the age of twenty-three, and became a factor there. Working in the East India Company in various locations, he amassed a fortune, left India in 1772 and bought Caledon in 1776 from the 7th Earl of Cork and Orrery for £96,400. At the beginning of the 21st century the family still own the Caledon estate.\n\nSee also: <a href=""http://proni.nics.gov.uk/records/private/caledon.htm"" target=""new_window"">http://proni.nics.gov.uk/records/private/caledon.htm</a>",651,300
327,Mr B.C. O'Hara,,,,,,"Legal descendant and representative of the O'Hara Family of Coopershill, Collooney, Co. Sligo. In 1752 the Cooper family of Lisbrislane/Tansyfort/Coopershill, Co. Sligo, a minor gentry family, acquired through marriage a third share in the Fermanagh and Tyrone estates of the late Guy Carleton of Rossfad, Co. Fermanagh. With this exception, their estates were situated in Counties Sligo and Leitrim. The Cooper family was subsumed by marriage into the O'Hara family of Annaghmore, Collooney, Co. Sligo in 1860 and the O'Hara name was assumed.",654,304
328,Dufferin Family,,,,,,"The Blackwoods, of Scottish settler stock, had established themselves in Co. Down by the early 17th century; by the late 18th century they were prominent landowners with properties in Killyleagh, Ballyleidy (Clandeboye), Ballyholme and Ballywalter. As Barons Dufferin they entered the peerage after the Act of Union. The most distinguished member of the family was Frederick Temple Hamilton-Temple Blackwood, 5th Baron Dufferin and 1st Marquess of Dufferin and Ava, a statesman of international standing, world traveller, sailor and author whose mother, Helen, was the granddaughter of Richard Brinsley Sheridan. At the beginning of the 21st century, the Marchioness of Dufferin and Ava resides at Clandeboye, Bangor, Co. Down",655,305
333,James Murland & Company,,Solictors,+44 (0)28 4461 9980,+44 (0)28 4461 3527,law@murlands.co.uk,"Founded in 1832 in Downpatrick, James Murland & Company is one of the leading and longest established legal practices in Northern Ireland. From those early beginnings further offices were established in Ballynahinch (as John McRobert and Company) and later in Carryduff. What was once a locally based practice is now a progressive firm with Private and Corporate clients throughout the United Kingdom and the Republic of Ireland. The firm's head office is located at 15 English St, Downpatrick, Co. Down.\n\nSource: <a href="" http://www.murlands.co.uk/ "" target=""new_window""> http://www.murlands.co.uk/ </a>",659,310
334,Mr G.P.C. Thompson,,Private depositor,,,,"Resident in Knock Road, Belfast in 1972. No further information available.",660,311
338,Montgomery Family,,,,,,"The Montgomerys have been in Tyrone since the middle of the seventeenth century. One renowned member of the family was Hugh de Fellenberg Montgomery (1844-1924), who, from his surviving papers, seems to have been a remarkable man. His mother was Swiss (and daughter of Philip Emmanuel de Fellenberg, an eminent educationalist) and his continental connections appear to have been a consistent influence on him, giving him a cosmopolitan outlook quite unlike the conventional character of a nineteenth-century landlord. He was educated at Christ Church College, Oxford and enjoyed a political career of sorts, involving himself in local government on behalf of his tenants in Tyrone and nationally owing to his involvement in the Liberal Unionist Association, the Irish Landowners’ Convention and Horace Plunkett’s Co-operative movement. He later went on to become a Senator in the Northern Ireland Parliament from 1922 until his death in 1924. He was married to the youngest daughter of the Rev. John Charles Maude, rector of Enniskillen and was responsible for the building of Blesingbourne House in 1874, the Montgomery Family home, which is today, at the start of the 21st Century, now a guesthouse. Montgomery’s eldest son, Major-General Hugh Maude de Fellenberg Montgomery, also entered the political life of Northern Ireland and was, among other things, founder of the Irish Association for Cultural, Economic and Social Relations in 1938.",664,315
339,Montgomery Hyde Family,,,,,,"Surviving members and legal descendents of the barrister, politician and historian, H. Montgomery Hyde (1907-1989). Montgomery Hyde was born in Belfast and educated at Queen's University and Magdalen College Oxford. He was called to the bar in 1934 and joined the North East Circuit of England. From 1935-39 he was private secretary to the 7th Marquess of Londonderry and maintained contact with this family throughout his life, writing a variety of books about the Londonderry's and their connections. He served in MI6 during World War II, subsequently becoming Unionist MP for North Belfast 1950-59. He was Professor of History and Political Science at the University of the Punjab at Lahore 1959-61. He published an eclectic mix of over sixty books and was a recognised authority on the publication of pornography. He died in 1989.",665,316
